Category;Subcategory;Fact;Support;Opposition
Equality & non-discrimination;Constitution (sexual orientation);zakazuje ústava diskrimináciu na základe sexuálnej orientácie?;mala by ústava zakázať diskrimináciu na základe sexuálnej orientácie?;mala by ústava povoľovať diskrimináciu na základe sexuálnej orientácie?
Equality & non-discrimination;Employment (sexual orientation);je sexuálna orientácia výslovne zahrnutá do antidiskriminačných právnych predpisov v oblasti zamestnanosti?;mala by byť sexuálna orientácia výslovne zahrnutá do antidiskriminačných právnych predpisov v oblasti zamestnanosti?;mala by byť sexuálna orientácia vylúčená z antidiskriminačných právnych predpisov v oblasti zamestnanosti?
Equality & non-discrimination;Goods & services (sexual orientation);je sexuálna orientácia výslovne zahrnutá v antidiskriminačných právnych predpisoch o tovare a službách?;mala by byť sexuálna orientácia výslovne zahrnutá do antidiskriminačných právnych predpisov týkajúcich sa tovaru a služieb?;mala by byť sexuálna orientácia vylúčená z antidiskriminačných právnych predpisov týkajúcich sa tovaru a služieb?
Equality & non-discrimination;Education (sexual orientation);je diskriminácia na základe sexuálnej orientácie v oblasti vzdelávania zakázaná právnymi predpismi?;mala by byť diskriminácia na základe sexuálnej orientácie v oblasti vzdelávania zakázaná právnymi predpismi?;mala by byť legislatívne povolená diskriminácia na základe sexuálnej orientácie v oblasti vzdelávania?
Equality & non-discrimination;Health (sexual orientation);je diskriminácia na základe sexuálnej orientácie v oblasti zdravia zakázaná právnymi predpismi?;mala by byť diskriminácia na základe sexuálnej orientácie v oblasti zdravia zakázaná právnymi predpismi?;mala by byť legislatívne povolená diskriminácia na základe sexuálnej orientácie v oblasti zdravia?
Equality & non-discrimination;Conversion practices ban (sexual orientation);existujú nejaké právne predpisy alebo politiky, ktoré zakazujú konverziu alebo reparačné praktiky zamerané na zmenu sexuálnej orientácie neplnoletých osôb?;mali by byť konverzné alebo reparačné praktiky zamerané na zmenu sexuálnej orientácie maloletých zakázané právnymi predpismi alebo politikami?;mali by byť konverzné alebo reparačné praktiky zamerané na zmenu sexuálnej orientácie neplnoletých osôb povolené právnymi predpismi alebo politikami?
Equality & non-discrimination;Equality body mandate (sexual orientation);existuje vnútroštátna inštitúcia pre ľudské práva alebo orgán pre rovnosť, ktorý je výslovne poverený riešiť a systematicky sa zaoberať otázkami súvisiacimi so sexuálnou orientáciou?;mala by byť vnútroštátna inštitúcia pre ľudské práva alebo orgán pre rovnosť výslovne poverený zaoberať sa otázkami súvisiacimi so sexuálnou orientáciou a systematicky na nich pracovať?;nemala by byť vnútroštátna inštitúcia pre ľudské práva alebo orgán pre rovnosť poverená riešením otázok súvisiacich so sexuálnou orientáciou?
Equality & non-discrimination;Equality action plan (sexual orientation);existuje akčný plán pre rovnosť, ktorý výslovne zahŕňa sexuálnu orientáciu a konkrétne opatrenia na dosiahnutie pokroku?;mal by existovať akčný plán pre rovnosť, ktorý by výslovne zahŕňal sexuálnu orientáciu a konkrétne opatrenia na dosiahnutie pokroku?;mala by byť sexuálna orientácia vylúčená z akčných plánov v oblasti rovnosti?
Equality & non-discrimination;Constitution (gender identity);zakazuje ústava diskrimináciu na základe rodovej identity?;mala by ústava zakázať diskrimináciu na základe rodovej identity?;mala by ústava povoľovať diskrimináciu na základe rodovej identity?
Equality & non-discrimination;Employment (gender identity);je rodová identita výslovne zahrnutá do antidiskriminačných právnych predpisov v oblasti zamestnanosti?;mala by byť rodová identita výslovne zahrnutá do antidiskriminačných právnych predpisov v oblasti zamestnanosti?;mala by byť rodová identita vylúčená z antidiskriminačných právnych predpisov v oblasti zamestnanosti?
